,User,Text,Date,Hashtags
14,IshaSharmaaa,"New episode out now! Available on @anchor, @Spotify and @Google Podcasts. #podcast #pandemic #lockdown #COVID19 #baatcheetwithishaandpiyush",2020-07-10 16:50:24+00:00,#podcast #pandemic #lockdown #COVID19 #baatcheetwithishaandpiyush
15,videovolunteers,"Migrant labourers from #Rajasthan were held up overnight, beaten by police during the lockdown. The labourers say they didn't receive any food or ration. Hence, they had to walk back home. See the full story on our YouTube channel __ #covid19 #covid_19 #coronavirusinindia",2020-07-07 15:59:04+00:00,#Rajasthan #covid19 #covid_19 #coronavirusinindia
16,arvind_vishnoi_,फिर से lockdown के समाचार आने लग गये हे । #StayHomeStaySafe #COVID19 ,2020-06-26 08:06:39+00:00,#StayHomeStaySafe #COVID19
17,rnpotterys1,Blue pottery coaster Theme Rajasthan Lockdown due to Covid -19. Design by young artists Mr. Vimal prajapati. #RNBlueArtPotteries #bluepottery #jaipurbluepottery #jaipur #lockdown #covıd19 #indialockdown… https://www.instagram.com/p/CB2Q20mJ85O/?igshid=ki9cnvk53czd,2020-06-25 06:23:13+00:00,#RNBlueArtPotteries #bluepottery #jaipurbluepottery #jaipur #lockdown #cov #indialockdown
18,rayanaIAMMA,"During lock down pollution halted,or call it below 1%pollution in many places. Now co2levels gradually to the pre covid19 http://stage.how to cut emissions during recovery of economy or post lockdown of covid19...shall we! ",2020-06-24 16:02:57+00:00,
19,enablenature,#namaste #publichealth #health #saveblue #spreadgreen #thankyou #responsibility #blood #healthmatters #blooddonor #everylifematters #gogreen #savewater #planttrees #sustainability #enablenature #humanity #worldhealthorganization #covid19 #lockdown,2020-06-14 03:32:19+00:00,#namaste #publichealth #health #saveblue #spreadgreen #thankyou #thankyou #responsibility #blood #healthmatters #blooddonor #everylifematters #gogreen #savewater #planttrees #sustainability #enablenature #humanity #worldhealthorganization #covid19 #lockdown
20,rajshreeupadhya,"Tiktok #tiktok #tiktokindia #creator #tiktokcreator #rajshreeupadhyaya #Covid19 #lockdown #feminism @Jaipur, Rajasthan https://www.instagram.com/p/CBV5lIzA7d4/?igshid=1llemxjw0mbi6",2020-06-12 16:44:16+00:00,#tiktok #tiktokindia #creator #tiktokcreator #rajshreeupadhyaya #Covid19 #lockdown #feminism
21,gurjaravadhesh,"In 70 days , Hindu Rights Watch have supported 37 Hindu pregnant ladies, 1302 Hindu tribals families and 32 Hindu females groups in Jharkhand. #Covid19Lockdown Help them - https://imjo.in/ZcUp4Z",2020-06-03 12:49:27+00:00,#Covid19Lockdown
22,OmpanderNSUI, PM is silent on PM Cares Fund PM is silent on the increasing cases of Covid19 PM is silent on Himachal PPE Scam Lockdown has totally failed No proper arrangement for the labourers to return home and suffered alot No proper strategy to tackle Covid19. #अब_बस_करो_मोदी,2020-05-31 15:11:29+00:00,
23,ArachanaG,Silver lining in #jaipur skies during #Lockdown4. Is there any good news coming in on #lockdownextension ? #COVID19Lockdown #COVID19Pandemic,2020-05-30 12:24:29+00:00,#jaipur #Lockdown4 #lockdownextension #COVID19Lockdown #COVID19Pandemic
24,arjangirhemant,Do you think country needs a complete #Lockdown again for a month? #CoronoFreeIndia @narendramodi @MoHFW_INDIA #IndiaFightsCorona #COVID19 #India,2020-05-30 05:44:43+00:00,#Lockdown #CoronoFreeIndia #IndiaFightsCorona #COVID19 #India
25,Ramkhajuriafit,"बरते 5 सावधानिया, #lockdownindia खुलने के बाद #gym , #yoga &amp; #ZumbaFitness #Studio में जान... #COVID19Lockdown #coronavirusinindia #gymmotivation #fitindia #AfterLockDown https://youtu.be/yQmK2iM65nI via @YouTube",2020-05-29 19:09:24+00:00,#lockdownindia #gym #yoga #ZumbaFitness #Studio #COVID19Lockdown #coronavirusinindia #gymmotivation #fitindia #AfterLockDown
26,Rajinde34815058,"@PMOIndia My bro.Dr.Ajay Sharma an environment specialist had gone to east Timor for UNDP progm on 13 March,stuck there due to lockdown .Pick COVID19 sample given8days back stuck due to delay in Covid test report, &amp; non availability of flight. Pl arrange to bring him. pl help",2020-05-29 05:56:12+00:00,
27,vin2photography,Lockdown Self portrait #COVID19 #LockdownExtended #home #photography #selfportrait #style #fitness #motivation #strength #monochrome #blackandwhite,2020-05-28 15:46:27+00:00,#COVID19 #LockdownExtended #home #photography #selfportrait #style #fitness #motivation #strength #monochrome #blackandwhite
28,rohit_tirdiya,"#राजस्थान में आज 286 नए #COVID19 पॉजिटिव मिले। #जयपुर 78, #नागौर 47, #जोधपुर 35, #राजसमंद 24, #अजमेर 22 और #उदयपुर में 21 मामले। प्रदेश का आंकड़ा 7028 हुआ। इनमें से 163 की मौत और 3848 ठीक। अभी 3017 सक्रिय मामले। #Rajasthan #lockdown ",2020-05-24 17:11:50+00:00,#COVID19 #Rajasthan #lockdown
29,avadheshjpr,"#राजस्थान में आज 286 नए #COVID19 पॉजिटिव मिले। जयपुर 78, नागौर 47, जोधपुर 35, राजसमंद 24, अजमेर 22 और उदयपुर में 21 मामले। प्रदेश का आंकड़ा 7028 हुआ। इनमें से 163 की मौत और 3848 ठीक। अभी 3017 सक्रिय मामले। #Rajasthan #lockdown ",2020-05-24 16:11:59+00:00,#COVID19 #Rajasthan #lockdown
30,rayanaIAMMA,"An unplanned, unpleasant covid19 lockdown, given more trouble than saved from viruses-covid19. Huge population, migrated laborers as livelihood, not much proteins food, no home, made them disturbed to walk native home. Additional police laticharge, also weavered the mind's. ",2020-05-16 14:41:44+00:00,
31,rayanaIAMMA,"This is part of Indian budget announced in February, suppose to start in April in lockdown. FM s 17points in budget allocation,,was given but it has no impact or benefits to small and marginal farmers. there is no direct benefits of covid19..... It's just eyewash... ",2020-05-15 14:38:58+00:00,
