,User,Text,Date,Hashtags
8,abhikakkar1990,"#IndiaFightsCoronavirus #BreakTheChain #StayAtHome, obey #lockdown, #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate",2020-03-28 16:40:25+00:00,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome #StayAtHome #lockdown #StayAtHomeAndStaySafe #help #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate
9,BharatiyaYankee,"@ManojPa47203819 Referenced orders & public notice in question are attached for your kind perusal, and urgent action to stop this unethical code of conduct in the midst of the COVID19 pandemic lockdown. @PMOIndia @narendramodi @vpsbadnore @KirronKherBJP",2020-03-27 17:19:05+00:00,
10,And01Anand,@PMOIndia @FinMinIndia visited punchkula today-oldies flocking banks for demat a/c related issues as markets r down &amp; they want to invest-complete violation of lockdown-banks r potential centre for spreading covid19-where is digital banking-stop public dealing @banks immediately ,2020-03-27 16:37:01+00:00,
11,abhikakkar1990,"#curious during #Lockdown state, as a gesture of #goodwill can't #hotels or nature resorts be converted into isolation zones ! #StayHome #21DaysChallenge #coronavirus #CoronavirusOutbreak #IndiaFightsCoronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #Covid19India",2020-03-26 19:45:51+00:00,#curious #Lockdown #goodwill #hotels #StayHome #StayHome #21DaysChallenge #coronavirus #CoronavirusOutbreak #IndiaFightsCoronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #Covid19India
12,AbvpChandigarh,"As we all know, the whole country is under lockdown to contain the spread of #COVID2019 National Org. Secretary @AshishSainram ji will be Live on @Facebook today to speak about *COVID19 Outbreak and Students’ Concerns*. When: 11:00 am | 26 March 2020 ",2020-03-26 03:18:37+00:00,#COVID2019
13,gunznkayz,#SelfQuarantine #Day8 #CoronaVirus This Curfew/Lockdown is Atrocious. I cant believe im missing the graduation ceremony of my mother with her research on CoVid19 From University Of Whatsapp. FML !! Cruel Cruel World.,2020-03-25 16:04:30+00:00,#SelfQuarantine #Day8 #CoronaVirus
14,AimimSaif,I wholeheartedly support @narendramodi ji decision of complete lockdown of the country. This is the only way to fight #Covid19 and save millions of lives. But urge @PMOIndia to immediately announce a relief package for the poor and daily wagers.,2020-03-24 15:21:38+00:00,#Covid19
15,BhawraShreya,Some people don't get it..! Lockdown means ki apne ghrro m raho aur unhi 4 logo se baat karo jo ghrr parr hai nai ki apne rishtadaro k ghrr ja k pakode khao..yahan vacations nai chall rahi...! If you are doing this you are letting you into #covid19,2020-03-23 06:03:46+00:00,#covid19
16,RediFilmsPro,#covid19 #socialservice #thanksgiving #RediProductions #socialdistancing #stayhome #กษลจพรตกม #lockdown https://youtu.be/LEnqRIBcx-k,2020-03-22 13:01:52+00:00,#covid19 #socialservice #thanksgiving #RediProductions #socialdistancing #stayhome #stayhome #lockdown
17,harbhajanmann,I humbly ask all my fans to #StayHomeStaySafe We all must support #janatacurfew We should all join hands-on the fight against an unknown enemy #coronavirus #stayhome #washyourhands #stayhomechallenge #covıd19 #lockdown #JanataCurfewMarch22,2020-03-21 08:31:42+00:00,#StayHomeStaySafe #janatacurfew #coronavirus #stayhome #stayhome #washyourhands #washyourhands #stayhomechallenge #stayhomechallenge #cov #lockdown #JanataCurfewMarch22
