,Unnamed: 0,Unnamed: 0.1,User,Text,Date,Hashtags
9636,10843,10843,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:08:44+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9637,10844,10844,tazaakhabarnews,"कोई COVID-19 लॉकडाउन मानदंड नहीं निकला, केंद्रीय मंत्री सदानंद गौड़ा ने कहा कि कोरोनोवायरस के लिए नकारात्मक परीक्षण किया गया https://tazaa-khabar.blogspot.com/2020/05/No-COVID-19-lockdown-criteria-came-out-Union-Minister-Sadananda-Gowda-said-tested-negative-coronavirus.html #COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi",2020-05-26 13:08:30+00:00,#COVID19India #Lockdown #Coronavirus #unionminister #SadanadaGowda #Tested #TazaaKhabar #Allnewshindi
9639,10846,10846,airnews_Chennai,#BREAKING || தமிழகத்தில் இன்று மட்டும் கோவிட்-19 தொற்று 646 பேருக்கு உறுதி - மாநில மக்கள் நல்வாழ்வுத்துறை. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona,2020-05-26 12:59:04+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
9640,10848,10848,pennewstweet,"Lockdown has failed, says Rahul #RahulGandhi #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #congress #lockdown #NarendraModi",2020-05-26 12:20:03+00:00,#RahulGandhi #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #congress #lockdown #NarendraModi
9642,10850,10850,News18Guj,#News18GujaratiPoll : લોકડાઉન પછી શું શું બદલાશે? આ પોલમાં અમારી સાથે જોડાઇને આપો અમને તમારો અભિપ્રાય. નીચેની લિંક પર કરો ક્લિક #Lockdown #COVID19India ,2020-05-26 11:13:12+00:00,#News18GujaratiPoll #Lockdown #COVID19India
9650,10858,10858,MysoorunewsC,"Sunpure distributes grocery kits to needy in Mysuru, Mandya https://www.mysoorunews.com/sunpure-distributes-grocery-kits-to-needy-in-mysuru-mandya/ #Mysuru #COVID19India #lockdown @MysoorunewsC @SunpureC @DCMysuru @CMofKarnataka @STSomashekarMLA @mepratap @MysuruA @JagadishShettar @ramadassmysuru @GTDevegowda @TanveerSaitINC",2020-05-26 08:25:48+00:00,#Mysuru #COVID19India #lockdown
9651,10859,10859,pennewstweet,Yamuna cleans itself with 2 months of lockdown #Yamuna #lockdown #lockdowneffect #Yamunariver #pollutionout #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-26 08:18:54+00:00,#Yamuna #lockdown #lockdowneffect #Yamunariver #pollutionout #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
9655,10864,10864,pennewstweet,Lockdown forces 50 pc of Indians to eat less #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #health #healthcare #nutrition #food #amphan #meals #protein #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-26 06:49:58+00:00,#Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #health #healthcare #nutrition #food #amphan #meals #protein #IndiaFightsCoronavirus #CoronavirusPandemic
9656,10866,10866,pennewstweet,HP: Lok Mitra Kendras prove to be boon for villagers during COVID-19 #HimachalPradesh #LokMitrakendras #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-26 06:36:14+00:00,#HimachalPradesh #LokMitrakendras #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
9659,10869,10869,pennewstweet,MLA Pratap Sarnaik demands school fee waiver for 6 months #PratapSarnaik #schoolfees #VarshaGaikwad #lockdown #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-26 06:13:27+00:00,#PratapSarnaik #schoolfees #VarshaGaikwad #lockdown #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
9663,10874,10874,newsphh,"#LockdownDay62: #NewsPHH Requests one &amp; all to follow #Lockdown its for you, your family &amp; #Country. #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey ‘जान है तो जहान है’ ‘ये देश है तो सब है।’",2020-05-26 03:37:56+00:00,#LockdownDay62 #NewsPHH #Lockdown #Country #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey
9706,10917,10917,Thalayangamnews,"நீரிழிவு, ரத்த அழுத்தம் ஏற்கனவே இருந்தவர்கள் கொரோனாவால் அதிகளவில் (84%) உயிரிழப்பு. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona #Thalayangam",2020-05-25 13:07:58+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona #Thalayangam
9707,10918,10918,airnews_Chennai,"#BREAKING || நீரிழிவு, ரத்த அழுத்தம் ஏற்கனவே இருந்தவர்கள் கொரோனாவால் அதிகளவில் (84%) உயிரிழப்பு. #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona",2020-05-25 12:52:30+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
9708,10919,10919,Thalayangamnews,தமிழகத்தில் 88% பேருக்கு அறிகுறி இல்லாமல் கொரோனா தொற்று - வெறும் 12% பேருக்கு மட்டுமே கொரோனா அறிகுறி #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona #Thalayangam,2020-05-25 12:48:52+00:00,#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona #Thalayangam
9709,10920,10920,airnews_Chennai,#BREAKING || தமிழகத்தில் 88% பேருக்கு அறிகுறி இல்லாமல் கொரோனா தொற்று - வெறும் 12% பேருக்கு மட்டுமே கொரோனா அறிகுறி #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona,2020-05-25 12:47:35+00:00,#BREAKING #Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN_Together_AgainstCorona #TNFightsCorona #COVID19 #Covid19India #TNHealth #IndiaFightsCorona
9712,10924,10924,pennewstweet,Covid-19 lockdown: Air Service resumed in Karnataka after two months #karnataka #DomesticFlight #airservice #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-25 12:16:54+00:00,#karnataka #DomesticFlight #airservice #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
9716,10928,10928,pennewstweet,Liquor vends open after 62 days in Pondy #Pondicherry #Liquorshops #liquorshopsopen #TamilNadu #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #lockdown #SocialDistancing,2020-05-25 10:58:15+00:00,#Pondicherry #Liquorshops #liquorshopsopen #TamilNadu #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic #lockdown #SocialDistancing
9717,10929,10929,pennewstweet,Low key Ramadan celebrations in TN due to COVID lockdown #ramadankareem #Ramadan #TamilNadu #TNGovt #TNFightsCorona #lockdown #eidmubarak2020 #EidUlFitrMubarak #EidUIFitr #COVID19 #COVID19India #CoronaVirus #COVID_19,2020-05-25 10:48:06+00:00,#ramadankareem #Ramadan #TamilNadu #TNGovt #TNFightsCorona #lockdown #eidmubarak2020 #EidUlFitrMubarak #EidUIFitr #COVID19 #COVID19India #CoronaVirus #COVID_19
9720,10932,10932,suvarnanewstv,ದೇಶಕ್ಕೆ ಮಾದರಿಯಾದ ನಮ್ಮ‌ ಬೆಂಗಳೂರು ಸಿಎಂ ಬಿಎಸ್ ವೈ ಟೀಟ್ವ್..‌ @BSYBJP @CMofKarnataka #COVID19India #Karnataka #lockdown #KarnatakaFightsCorona #Bengaluru,2020-05-25 09:59:04+00:00,#COVID19India #Karnataka #lockdown #KarnatakaFightsCorona #Bengaluru
9723,10936,10936,pennewstweet,No international sports events soon Say Rijiju #kirenrijiju #sports #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-25 08:21:22+00:00,#kirenrijiju #sports #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
9736,10950,10950,StvHaryananews1,#सोहना: घर लौटने को बेताब प्रवासी श्रमिक... प्रशासन पर घर न भेजने का लगाया आरोप #STVHaryanaNews #MigrantsWorkers #Covid19India #Lockdown ,2020-05-25 05:45:32+00:00,#STVHaryanaNews #MigrantsWorkers #Covid19India #Lockdown
9742,10956,10956,newstrackmedia,"Live: देश में घरेलू उड़ाने शुरू, महाराष्ट्र में एक और कैबिनेट मंत्री कोरोना पॉजिटिव #COVIDー19 #Covid_19 #COVID19India #lockdown @HardeepSPuri",2020-05-25 04:49:23+00:00,#COVID #Covid_19 #COVID19India #lockdown
9768,10986,10986,newsphh,"#LockdownDay61: #NewsPHH Requests one &amp; all to follow #Lockdown its for you, your family &amp; #Country. #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey ‘जान है तो जहान है’ ‘ये देश है तो सब है।’",2020-05-24 18:54:10+00:00,#LockdownDay61 #NewsPHH #Lockdown #Country #Punjab #Haryana #Himachal #coronavirus #PMCaresFunds #StayHome #StayHome #StaySafe #COVID19India #lockdown #coronawarriors #ThanksDilSey
9774,10992,10992,tazaakhabarnews,सही समय पर लगाया गया कोरोनावायरस लॉकडाउन | सामाजिक टीका के रूप में कार्य करता है Health Minister हर्षवर्धन https://tazaa-khabar.blogspot.com/2020/05/Coronavirus-Lockdown-Applied-At-Right-Time-Health-Minister-Harsh-Vardhan.html #Healthminister #HarshVardhan #Lockdown #Lockdownend #Coronavirus #COVID19India #Allnewshindi #TazaaKhabar,2020-05-24 17:16:26+00:00,#Healthminister #HarshVardhan #Lockdown #Lockdownend #Coronavirus #COVID19India #Allnewshindi #TazaaKhabar
9775,10993,10993,tazaakhabarnews,सही समय पर लगाया गया कोरोनावायरस लॉकडाउन | सामाजिक टीका के रूप में कार्य करता है Health Minister हर्षवर्धन https://tazaa-khabar.blogspot.com/2020/05/Coronavirus-Lockdown-Applied-At-Right-Time-Health-Minister-Harsh-Vardhan.html #Healthminister #HarshVardhan #Lockdown #Lockdownend #Coronavirus #COVID19India #Allnewshindi #TazaaKhabar,2020-05-24 17:16:17+00:00,#Healthminister #HarshVardhan #Lockdown #Lockdownend #Coronavirus #COVID19India #Allnewshindi #TazaaKhabar
9776,10994,10994,tazaakhabarnews,सही समय पर लगाया गया कोरोनावायरस लॉकडाउन | सामाजिक टीका के रूप में कार्य करता है Health Minister हर्षवर्धन https://tazaa-khabar.blogspot.com/2020/05/Coronavirus-Lockdown-Applied-At-Right-Time-Health-Minister-Harsh-Vardhan.html #Healthminister #HarshVardhan #Lockdown #Lockdownend #Coronavirus #COVID19India #Allnewshindi #TazaaKhabar,2020-05-24 17:14:47+00:00,#Healthminister #HarshVardhan #Lockdown #Lockdownend #Coronavirus #COVID19India #Allnewshindi #TazaaKhabar
